id_laporan,teks_laporan,label_prioritas,sumber_data
ID-0304,"Permisi petugas kebersihan kota, tumpukan limbah di Jalan Gedongkuning Selatan KM 2 meluber parah memblokir jalur khusus sepeda. Pagi tadi ada pesepeda bule mancanegara yang ngerem mendadak sampai terpeleset jatuh gara-gara ngelindas plastik sampah. Sempat bikin kemacetan panjang, tolong besok pagi jadi prioritas utama buat disapu bersih.",Tinggi,llm_generated
ID-0305,"Bapak ibu kelurahan, warga Prenggan udah muak dengan janji palsu! Dua minggu berturut-turut jadwal angkut gerobak meleset tanpa alasan jelas. Plastik membusuk menumpuk di depan rumah, lalat ijo dan kecoa mulai invasi ke dalam dapur warga. Kalau hari ini ngga ada truk yang datang, warga sepakat mau buang sampah ini ke halaman balaikota!",Tinggi,llm_generated
ID-0306,"Lapor aparat penegak hukum, ada TPS ilegal yang mendadak tumbuh di lahan kosong seputaran Jalan Hos Cokroaminoto. Gunungannya sudah menjulang setinggi 2 meter lebih. Pemilik lahan asli udah bikin laporan tapi ga ada tindakan nyata. Udara jadi beracun dan warga sekitar mulai banyak yang mengidap alergi kulit gatal-gatal. Tolong disegel!",Tinggi,llm_generated
ID-0307,"Halo panitia acara dan pemkot! Ini gawat, lautan sampah sisa-sisa festival kuliner di kawasan alun-alun kulon udah mulai membusuk dan berair lantaran kehujanan semalam. Cairan lindinya menggenangi aspal aspal seputaran alun-alun bikin licin dan baunya bikin pengen muntah. Tolong segera turunkan pasukan kebersihan untuk sapu bersih area tersebut.",Tinggi,llm_generated
ID-0308,"Tolong pihak keamanan puskesmas atau satpol pp segera turun ke lokasi! Di dekat Puskesmas Umbulharjo ada warga ngeyel yang nekat bakar tumpukan sampah plastik. Asap tebal bau bahan kimia itu tertiup angin langsung masuk memenuhi ruang tunggu pasien. Kasihan balita dan lansia yang lagi berobat malah sesak napas, tegur keras pelakunya!",Tinggi,llm_generated
ID-0309,"Permisi pengurus RW, lapor kondisi lapangan. Tumpukan karung sampah di Gang Melati RT 04 Bausasran semalam baru aja longsor tumpah menutupi saluran selokan utama. Aliran got langsung mampet total dan air kotornya mulai berbalik membanjiri halaman depan rumah-rumah warga. Tolong segera didatangkan tenaga untuk mengeruk gotnya!",Tinggi,llm_generated
ID-0310,"Mas admin, warga Muja-Muju mau komplain keras kinerja petugas nih! Kemarin truk pengangkut memang datang, tapi ngambilnya cuma separuh, sisanya dibiarkan menumpuk begitu saja. Sekarang sisa yang ngga keangkut udah 4 hari membusuk sampai airnya merembes ke paving blok jalan. Tolong dikoordinasikan lagi sama mandornya biar diangkut tuntas!",Tinggi,llm_generated
ID-0311,"Lapor bapak gubernur, di kolong jembatan Kali Code dekat Jalan Tentara Rakyat Mataram ada timbunan limbah menjulang setinggi 3 meteran. Imbas hujan semalam, air campur lindi sampah yang bau bangkai mengalir deras menerjang permukiman kampung di bawahnya. Warga sangat resah dan mulai bertumbangan kena diare massal, mohon bantuannya!",Tinggi,llm_generated
ID-0312,"Halo bapak pengelola wilayah, kondisi fasilitas TPS di sebelah tembok SMP Muhammadiyah 2 Yogya baunya udah di luar nalar kemanusiaan. Siswa yang lagi jam olahraga di lapangan pada mual dan muntah karena ngga kuat nahan pusing. Bapak kepala sekolah sampai menginstruksikan kami lapor darurat ke pemkot, tolong armada segera diprioritaskan!",Tinggi,llm_generated
ID-0313,Gawat lur minta tolong viralkan! Ada truk muatan besar berplat luar daerah yang kedapatan membuang ber ton-ton muatan sampah busuknya secara ilegal di pinggir Ringroad Timur dekat simpang Jalan Wonosari KM 1. Kejadian jam 3 pagi tadi dan sudah terekam kamera warga. Tolong pihak polisi usut plat nomornya dan berikan sanksi berat!,Tinggi,llm_generated
ID-0314,"Pak RT dan kelurahan, warga komplek Timoho III butuh evakuasi segera! Genangan air lindi kental dari TPS penampungan terdekat udah meluap parah dan merendam halaman depan 5 rumah warga di sekitarnya. Baunya bener-bener nyengat bikin pusing, jalannya juga jadi licin berbisa. Mohon segera datangkan truk tangki penyedot lindi!",Tinggi,llm_generated
ID-0315,"Lapor dishub dan pengurus wilayah, ini keadaan darurat nyawa! Ada tumpukan limbah rumah tangga dicampur material puing sisa bongkaran yang memblokir total akses jalan darurat menuju area IGD RS PKU Muhammadiyah. Kalau ada ambulans bawa pasien kritis mau lewat pasti bakal terhambat parah. Tolong singkirkan penghalang ini detik ini juga!",Tinggi,llm_generated
ID-0316,Tolong evakuasi darurat ke Kampung Balapan! Ada oknum biadab yang tega membuang bangkai sapi mati langsung ke gundukan sampah di tepian sungai. Bau mayat sapinya membusuk menyebar teror ke satu kampung. Anak-anak kecil pada muntah-muntah dan ga doyan makan saking mualnya. Kami mohon tim SAR segera turun mengevakuasi!,Tinggi,llm_generated
ID-0317,"Permisi pihak pengelola sampah kota, tumpukan limbah di fasilitas pembuangan depan SMAN 6 Yogya menggunung parah. Hari ini siswa-siswi sedang melaksanakan ujian penting, tapi bau busuk menyengat tembus memenuhi ruang kelas bikin mereka kehilangan fokus. Kepala sekolah sudah menelepon namun belum dieksekusi, tolong segera direspon!",Tinggi,llm_generated
ID-0318,"Lapor pak polisi lalu lintas, di ruas Jalan Parangtritis KM 2 ada gundukan puing sisa renovasi beton yang dicampur karung-karung sampah dapur memakan setengah aspal badan jalan. Keberadaannya jadi biang kerok kemacetan dan antrean kendaraan memanjang setiap jam berangkat kerja pagi. Tolong hubungi pihak terkait untuk diangkut segera!",Tinggi,llm_generated
ID-0319,"Bapak ibu satpol pp, warga Purbayan Kotagede melapor. Ada oknum pengepul barang rongsok yang egois banget, tiap sore rutin membakar sisa limbah plastik dan kabel temuan di lahan kosong miliknya. Asap hitam pekat mengepul masuk racuni rumah-rumah warga. Beberapa lansia tetangga sudah dilarikan karena sesak napas, tolong ditindak tegas!",Tinggi,llm_generated
ID-0320,"Halo puskesmas dan petugas kebersihan, air lindi berbau gas metana dari depo penampungan Jalan Rejowinangun perlahan merembes ke dalam tanah dan mencemari sumur-sumur air bersih milik warga sekitar. Air sumur yang disedot sanyo sudah terlihat keruh kecoklatan dan berbau amis. Warga ketakutan krisis air bersih, minta tolong ditangani!",Tinggi,llm_generated
ID-0321,"Lur, info dari warga kawasan Kalasan Sleman. Persis di pinggiran aspal Jalan Solo KM 12 ada gunungan kantong kresek liar setinggi orang dewasa yang sudah teronggok seminggu lebih tanpa tersentuh petugas. Bau pembusukannya langsung nusuk hidung dan bikin mual setiap pengendara motor yang lewat kencang. Tolong dibersihkan lah!",Tinggi,llm_generated
ID-0322,"Gawat darurat kelurahan! Sampah di fasilitas bak komunal Jalan Ngeksigondo RT 02 sudah luber parah menutupi drainase parit dan menyumbat total aliran air pembuangan kampung. Akibatnya, waktu hujan deras tadi sore ada 4 rumah warga yang kemasukan banjir lokal air comberan. Tolong hari ini juga armadanya diterjunkan untuk pengerukan!",Tinggi,llm_generated
ID-0323,"Lapor pengelola pasar, situasi kebersihan di area luar pasar satwa Ngasem sedang kritis. Tumpukan kotoran kandang, bangkai unggas, dan sisa pakan membusuk bercampur sampah plastik menggunung ngga karuan. Baunya sangat khas dan menyengat sampai ke permukiman padat warga di sebelahnya. Tolong kebersihannya lebih diperhatikan lagi!",Tinggi,llm_generated
ID-0324,"Tolong pihak berwajib segera merapat ke Karangwaru Lor! Warga minta bantuan mendesak, barusan ada orang luar kampung kepergok membuang berkarung-karung limbah pabrik ngga jelas ke pinggiran aliran Kali Winongo. Air sungainya seketika berubah warna, berbusa putih tebal, dan tercium bau kimia tajam. Segera laporkan ke pihak berwajib!",Tinggi,llm_generated
ID-0325,"Halo admin pemprov, tumpukan sampah liar di kolong flyover Jombor ini makin brutal aja setiap minggunya. Warga udah berkali-kali lapor tapi sama sekali ngga ada pergerakan nyata. Puncaknya siang ini kantong plastik terbang tertiup angin memblokir kaca mobil di jalan raya atasnya, sangat memicu kecelakaan beruntun. Darurat, angkut!",Tinggi,llm_generated
ID-0326,"Permisi bapak ibu pengelola desa, kami perwakilan mahasiswa KKN di area Gamping mau melapor. Kondisi fasilitas TPS desa dampingan kami sudah berstatus overkapasitas level parah. Akibatnya banyak warga yang menyerah dan mulai membuang kreseknya ke aliran sungai terdekat karena bingung ngga ada lahan. Mohon armadanya segera didatangkan!",Tinggi,llm_generated
ID-0327,Lapor darurat polisi dan tim penjinak bahan kimia! Warga RT 08 Gedongtengen sedang panik. Kemarin malam ada mobil tak dikenal ngebuang drum dan tumpukan limbah B3 di area dekat taman bermain anak-anak. Baunya sangat menyengat seperti thinner kimia dan banyak kemasan berlogo hazardous toxic. Tolong segera dipasang garis polisi dan dievakuasi!,Tinggi,llm_generated
ID-0328,"Lur, tolong viralkan. Depo di Jalan Nyi Ageng Nis udah parah banget overkapasitasnya. Sampah plastik beterbangan ketiup angin sampai ke tengah jalan raya. Tadi pagi nyaris ada ibu-ibu numpak motor jatuh gara-gara ban depannya ngelindas plastik sampah. Tolong segera ditindak sebelum ada korban laka!",Tinggi,llm_generated
ID-0329,"Halo bapak ibu kelurahan Danurejan, nyuwun sewu ini akses jalan masuk menuju kantor kelurahan kok malah ketutup gunungan sampah busuk ya? Warga yang mau ngurus KTP sama KK sampai harus muter lewat gang sempit saking ga kuat nyium baunya. Tolong besok pagi diprioritaskan buat diangkut armadanya.",Tinggi,llm_generated
ID-0330,"Lapor Pak RT dan petugas keamanan! Warga Mergangsan resah banget nih, ada oknum ngga bertanggung jawab nekat bakar tumpukan sampah liar persis di deket area pemakaman. Asapnya hitam pekat dan baunya anyir banget. Kasihan peziarah pada kelilipan dan iritasi mata, tolong digerebek pelakunya!",Tinggi,llm_generated
ID-0331,"Permisi instansi kebersihan kota, kondisi Jalan Brigjen Katamso depan deretan pertokoan sekarang malah berubah fungsi jadi tempat buang limbah sembarangan. Tumpukannya udah setinggi pinggang orang dewasa sampai sering kesenggol bemper mobil yang lewat. Pemilik ruko udah capek lapor ga ditanggapi, tolong angkut sekarang!",Tinggi,llm_generated
ID-0332,"Pak dukuh dan pihak PU, tolong bantuannya segera! Ini saluran irigasi di area Srandakan Bantul mampet total kesumbat kiriman sampah plastik dari hulu. Airnya ga bisa ngalir ke sawah, padahal petani lagi butuh banget buat pengairan. Ini menyangkut nasib panen dan perut warga lho, tolong bersihkan hari ini.",Tinggi,llm_generated
ID-0333,"Halo mas petugas, tolong perhatiannya buat area Gang Pandeyan RT 06 Umbulharjo. Ada tumpukan kresek isi popok bayi bekas yang udah dibiarin dua mingguan ngga ditarik. Bau pesingnya udah membusuk dan banyak belatung merayap masuk ke pekarangan tetangga. Bikin warga mual parah, angkut segera!",Tinggi,llm_generated
ID-0334,"Lapor pengelola Pasar Beringharjo! Kami dari paguyuban pedagang bagian belakang mau komplain. Gunungan sampah basah sisa sayur dan daging udah 4 hari dibiarkan membusuk. Air lindinya menggenangi lantai pasar, baunya sangat menjijikkan. Pelanggan pada putar balik ga mau beli, tolong cepat dibersihkan!",Tinggi,llm_generated
ID-0335,"Gawat min, tolong panggil tim evakuasi! Di tumpukan sampah liar pinggir aspal Jalan Imogiri Barat ada yang tega ngebuang berkarung-karung bangkai kelinci mati. Bau busuk bangkainya bener-bener menyengat radius jauh, warga pada takut ini nularin penyakit atau virus berbahaya. Segera dievakuasi tolong!",Tinggi,llm_generated
ID-0336,"Pak Walikota dan jajaran, mohon pantauannya. Tumpukan limbah di Jalan Suroto area Kotabaru udah kritis banget nyaris longsor ke badan jalan aspal. Tingginya udah hampir 2 meter lho pak. Padahal ini kawasan heritage pusat kota, masa pemandangannya kumuh memalukan begini? Tolong darurat turunkan truk besar!",Tinggi,llm_generated
ID-0337,"Tolong pihak PT KAI dan kebersihan stasiun! Di lahan parkir Stasiun Tugu tumpukan sisa limbah PKL dibiarkan menggunung berhari-hari. Turis mancanegara maupun lokal yang baru turun dari kereta langsung disambut bau busuk yang bikin mual. Malu-maluin wajah pariwisata Jogja banget, segera bersihkan!",Tinggi,llm_generated
ID-0338,"Halo mas petugas gerobak, ini jadwal penarikan sampah di wilayah RT 06 Juminahan kok makin kesini makin mundur jadi siang bolong terus ya? Padahal kalau diambilnya pagi kan enak, bau asemnya belum keburu memuai kena panas matahari. Tolong dikembalikan lagi ke jadwal pagi ya mas.",Sedang,llm_generated
ID-0339,"Permisi bapak ibu pengurus desa, cuma mau update kondisi lapangan nih. Tong sampah komunal ukuran besar yang ditaruh di depan balai RT 09 Suryatmajan kapasitasnya udah mau penuh semua sore ini. Biar besok ngga pada meluber jatuh ke tanah, tolong diprioritaskan pengambilannya di shift pertama ya.",Sedang,llm_generated
ID-0340,"Halo admin kelurahan, tolong pesen ke kru kebersihan ya. Itu di pinggir jalan RT 02 Kricak masih ada sisa-sisa bahan dekorasi bekas acara syukuran warga semacam potongan bambu sama plastik banner. Udah dari kemarin sore ngegeletak belum sempat keangkut, besok tolong dibawa sekalian masuk truk ya.",Sedang,llm_generated
ID-0341,"Permisi pak RT, saya perwakilan mahasiswa kos di area Demangan Baru mau lapor. Sampah di bak depan pagar kos kami sudah 3 harian belum diambil sama petugas. Malam tadi plastiknya mulai diacak-acak tikus got, jadinya lumayan berantakan ngotorin jalan paving. Tolong besok armadanya disuruh mampir.",Sedang,llm_generated
ID-0342,"Lur, tolong dikoordinasikan sama pengelola fasilitas umum. Di pinggiran lapangan bola RT 04 Tegalrejo mulai ada tumpukan botol dan plastik minuman ringan yang menggunung. Emang belum busuk baunya, tapi sangat merusak pemandangan dan ngeganggu anak-anak kampung yang lagi main bola sore-sore.",Sedang,llm_generated
ID-0343,"Halo bapak pengelola kebersihan pasar, kami mewakili keluhan pekerja Pasar Kranggan. Sisa-sisa sampah jualan dari shift kemarin sore sepertinya luput dari pengangkutan nih. Pedagang minta tolong area tersebut disapu bersih lagi sebelum jam 3 subuh, biar pasar pagi bisa beroperasi dengan nyaman.",Sedang,llm_generated
ID-0344,"Lapor pak dukuh, ini kendaraan gerobak sampah punya kampung kita ban-nya kayaknya bocor alus deh. Jadi kalau ditarik jalannya lambat berat banget dan muatannya ngga bisa maksimal. Besok tolong panggilin tukang tambal atau teknisi buat ngecek kondisinya sekalian ya biar operasionalnya lancar lagi.",Sedang,llm_generated
ID-0345,"Mas admin, mau ngasih info. Di pojokan paling ujung Gang Wulung RT 03 Keparakan ada tumpukan karung isi botol kaca bekas sirup yang lumayan banyak. Baunya sih ngga ada, tapi warga khawatir aja kalau kesenggol terus pecah, serpihan belingnya bisa bahayain ban motor yang kebetulan lewat situ.",Sedang,llm_generated
ID-0346,"Halo bapak petugas, warga perumahan seputaran Jalan Bantul KM 4 banyak yang komplain nih. Jadwal narik sampah yang aslinya Selasa sama Jumat kok belakangan ini sering di-skip dan cuma diambil sekali seminggu? Kantong sampahnya mulai ngeluarin bau ga sedap lho kalau nandon sampai 5 hari di rumah.",Sedang,llm_generated
ID-0347,"Permisi pengurus kebersihan wilayah, tolong banget ini bak sampah beton di depan Masjid Al Ikhlas Jalan Menteri Supeno udah hampir luber. Mengingat besok udah masuk hari Jumat dan jumlah jamaah pasti membludak, kami minta tolong baknya dikosongkan tuntas hari ini juga demi kenyamanan ibadah.",Sedang,llm_generated
ID-0348,"Halo ibu-ibu kader dan kelurahan, mau lapor. Sisa bungkus kotak jajan sama plastik es teh dari kegiatan posyandu siang tadi di balai RW Jalan Bimosari belum ada yang ngeberesin nih. Tumpukannya lumayan banyak di pojok teras, tolong besok pagi-pagi banget diangkut sama petugas biar balainya bersih lagi.",Sedang,llm_generated
ID-0349,"Lapor pak admin desa, tumpukan sampah dedaunan kering yang berguguran di halaman depan kelurahan Sorosutan makin hari makin tebal menggunung. Emang ga ada bau busuknya sih, tapi kelihatannya sangat berantakan dan kumuh untuk ukuran fasilitas kantor pemerintah. Tolong segera dijadwalkan kerja bakti penyapuan.",Sedang,llm_generated
ID-0350,"Nyuwun sewu mas-mas pasukan kuning, saya warga area Baciro mau kasih masukan dikit. Tadi pas proses mindahin sampah ke bak truk kelihatannya petugas terlalu buru-buru, jadi ada kresek sobek yang jatuh ke aspal tapi ngga dipungut lagi. Besok-besok tolong kerjanya lebih teliti dan bersih ya mas.",Sedang,llm_generated
ID-0351,"Halo pak koordinator kebersihan, ini ngabari aja. Di cluster perumahan Griya Bantul Indah minggu ini volume limbah domestiknya lagi naik drastis karena banyak tetangga yang ngadain acara hajatan. Besok pas jadwal ngambil, tolong armadanya disiapkan truk yang kapasitasnya agak besar biar ngga usah bolak-balik.",Sedang,llm_generated
ID-0352,"Permisi panitia CFD dan dinas kebersihan, fasilitas tong sampah di sepanjang area car free day Jalan Diponegoro rata-rata udah kepenuhan sesak setelah acara pagi tadi. Ini masih siang bolong, takutnya nanti sore kalau ada angin kencang plastiknya pada berceceran. Tolong siang ini segera dikerahkan tim sapu bersih.",Sedang,llm_generated
ID-0353,"Halo pak RT, saya mahasiswa pendatang di Gang Cemara Jalan Gejayan mau laporan. Ini ada tetangga kos yang habis pindahan terus ninggalin karung-karung berisi sisa barang bekasnya numpuk di bahu aspal gang. Udah dua hari dibiarin ngga ada armada yang narik, tolong dikoordinasikan ya pak.",Sedang,llm_generated
ID-0354,"Lapor mas petugas pasar, tumpukan sampah ringan berupa kulit bawang merah sama sisa tangkai cabe di lapak Pasar Ngasem belum sempat disapu bersih dari siang pas jam tutup. Kalau dibiarin semalaman takutnya mbleber beterbangan kemana-mana ditiup angin kencang. Tolong dibersihkan pakai sapu lidi dulu sore ini.",Sedang,llm_generated
ID-0355,"Permisi bapak petugas gerobak, ini teguran halus ya. Tadi pagi habis ngangkut sampah warga di depan gang RT 07 Suryodiningratan, tutup tong komunalnya lupa ngga dikembalikan rapat. Alhasil kucing liar langsung pesta ngacak-ngacak isi di dalamnya sampai berhamburan ngotorin jalan aspal. Besok tolong dirapikan!",Sedang,llm_generated
ID-0356,"Halo lur admin desa, fasilitas depo penampungan sementara di area kampung Jomblangan Banguntapan kapasitasnya udah nyentuh batas 80% sore ini lho. Biar warga ngga semakin beringas buang limbahnya ke atas tumpukan, besok tolong truk damnya diinstruksikan datang lebih awal buat ngosongin total.",Sedang,llm_generated
ID-0357,"Nyuwun sewu pak polisi pamong praja, mau ngabarin. Di trotoar Jalan Laksda Adisucipto ada sisa pembuangan material proyek berupa papan triplek dan bongkahan styrofoam bekas pameran kerajinan. Sudah ngegeletak sejak kemarin sore ngga diurus panitianya, lumayan memblokir akses jalur pejalan kaki soalnya.",Sedang,llm_generated
ID-0358,"Halo petugas kebersihan wilayah, warga di sepanjang Jalan Tentara Pelajar Gamping nanya nih. Kenapa jadwal lewatnya truk pengangkut akhir-akhir ini mundur sampai 2 jam ke sore hari ya? Warga yang shift kerjanya pagi jadi kerepotan ngga sempat ngeluarin keranjangnya. Tolong dipertimbangkan balik ke jadwal subuh.",Sedang,llm_generated
ID-0359,"Lapor pak RT, ini fasilitas bak sampah komunal di area RT 01 Purbayan Kotagede kok tumben udah mau penuh sesak lagi. Padahal baru 3 hari yang lalu dikosongkan petugas. Kayaknya ada lonjakan volume dari rumah tetangga yang lagi direnovasi total. Minta tolong segera hubungi armadanya buat jadwal penarikan ekstra.",Sedang,llm_generated
ID-0360,"Halo bapak ibu kelurahan, lapor kondisi lingkungan nih. Sisa tumpukan daun mangga dan sampah plastik hasil kerja bakti di aliran selokan depan SDN Ngadinegaran belum sempat dibersihkan panitia kemarin. Kalau sore ini tiba-tiba hujan deras, selokannya pasti mampet dan bikin genangan lokal. Tolong segera diangkut.",Sedang,llm_generated
ID-0361,"Permisi panitia koordinator CFD Jalan Sudirman, lapor dari kami para pedagang kuliner. Fasilitas tong sampah di sepanjang lapak kami sudah luber ngga muat sejak jam 9 pagi tadi. Banyak wisatawan yang akhirnya naruh bungkusan kotornya di pinggir trotoar. Tolong petugas kebersihannya dikerahkan sekarang sebelum sore.",Sedang,llm_generated
ID-0362,"Mas admin desa, warga Patangpuluhan lagi butuh kejelasan informasi nih. Sepanjang minggu kemarin armada truk ngga masuk ke kampung sama sekali tanpa ada edaran pemberitahuan. Alhasil limbah domestik warga numpuk dua kali lipat dan mulai mengeluarkan bau. Kami minta konfirmasi pasti kapan jadwal pengangkutan gantinya?",Sedang,llm_generated
ID-0363,"Lapor pak dukuh, di pinggiran aspal Jalan Sidomulyo Sleman ada sisa proyek galian tanah gorong-gorong yang dicampur sembarangan sama kresek sampah rumah tangga. Emang belum meluber parah ke tengah jalan sih, tapi kalau kena guyuran hujan lumpurnya pasti ngalir nutupin drainase. Mohon ditegur pemilik proyeknya.",Sedang,llm_generated
ID-0364,"Nyuwun sewu pak RT, laporan operasional kebersihan nih. Itu armada gerobak dorong yang biasa dipakai narik keliling gang sempit di area Kauman kondisinya udah reot banget. Roda besinya bunyi berdecit keras dan sering macet pas dibelokkan. Minta tolong dari kas kampung dikasih anggaran buat servis atau beli roda baru.",Sedang,llm_generated
ID-0365,"Halo pihak pengelola bank sampah, laporan dari kami perkumpulan ibu-ibu PKK RT 05 Demangan. Ada belasan kantong kresek hitam berisi penuh sampah organik sisa hasil komposting warga yang sudah siap dan perlu diangkut oleh mobil dinas. Kami sudah nunggu dua minggu tanpa kabar, tolong secepatnya dijadwalkan ya.",Sedang,llm_generated
ID-0366,"Permisi dinas pariwisata kota, sekadar masukan nih. Fasilitas tong sampah terpilah yang lokasinya persis di dekat monumen Tugu Yogya kondisinya berantakan dan isinya tumpah meluber. Sangat merusak estetika pas ngga sengaja bocor masuk ke frame foto rombongan wisatawan. Minta tolong banget petugas sapunya standby di sana.",Sedang,llm_generated
ID-0367,"Halo bapak petugas kebersihan, perwakilan mahasiswa kos di area Seturan Baru mau lapor nih. Tong komunal ukuran jumbo di depan pagar kos kami sudah masuk status hampir overflow dari kemarin sore. Sampai detik ini belum kelihatan ada tanda-tanda truk yang mau narik. Mohon besok pagi diprioritaskan sebelum jadi sumber penyakit.",Sedang,llm_generated
ID-0368,"Halo panitia atau petugas sapu jalan, sisa acara karnaval kemarin di Jalan Solo KM 7 kok masih banyak kantong jumbo yang belum terangkut ya? Ada beberapa tumpukan kardus basah yang tertinggal ngegeletak di pinggir trotoar. Kelihatan kumuh banget lho mas, tolong besok pagi segera dilunasi pengambilannya biar rapi lagi.",Sedang,llm_generated
ID-0369,"Lur, tong fasilitas di halte bus TransJogja Jalan Kaliurang KM 9 udah luber kepenuhan banget tuh. Calon penumpang yang mau buang botol sampai kebingungan dan terpaksa naruh plastiknya di bawah bangku tunggu. Tolong secepatnya dihubungi petugas kebersihan biar dikosongkan sebelum dikerubungi semut.",Sedang,llm_generated
ID-0370,"Nyuwun sewu pak RT, warga Jlagran pada ngeluh nih. Tiap habis acara pasar tumpah hari Minggu, volume limbah organik sisa sayuran di bak penampungan pasti melonjak tajam. Tolong jadwal penarikan hari Senin dipastikan tepat waktu ya, biar ga keburu bau asem nyengat kalau nandon sampai 2 hari lebih.",Sedang,llm_generated
ID-0371,"Permisi pengelola gedung JEC, ini sisa tumpukan kardus dan styrofoam bekas pameran furniture kemarin kok dibiarkan ngegeletak begitu saja di area luar ya? Jumlahnya lumayan banyak dan posisinya lumayan menghalangi sebagian akses mobil parkir. Tolong dikoordinasikan sama cleaning service biar segera diangkut.",Sedang,llm_generated
ID-0372,"Mas admin desa, tolong kerahkan armada gerobak dorongnya mampir ke pos kamling RT 07 Bumijo dong. Tongnya udah kepenuhan banget sampai tutup aslinya ga bisa ditekuk rapat ke bawah. Bapak-bapak yang lagi shift ronda jadi bingung dan pada buang puntung rokok sembarangan ke parit. Tolong dikosongkan ya mas.",Sedang,llm_generated
ID-0373,"Halo mas petugas armada, ini bungkusan kresek hitam dari anak-anak kos di Gang Anggrek Jalan Gejayan kayaknya kelewatan ngga keangkut dari jadwal rutin kemarin. Mungkin keburu truknya penuh ya mas? Besok pagi tolong diutamakan buat diambil dulu ya, plastiknya udah mulai dikerubungi lalat nih soalnya.",Sedang,llm_generated
ID-0374,"Bapak pengelola kawasan Malioboro, sisa-sisa bungkus makanan dan tisu dari lapak pedagang kaki lima area utara belum tersapu bersih pagi ini. Kemungkinan petugas shift malam kurang teliti, jadinya masih ada kotoran berserakan di sekitar bangku pedestrian. Mohon diterjunkan regu penyapu pagi buat ngerapihin ya pak.",Sedang,llm_generated
ID-0375,"Lapor kelurahan, warga Tegalpanggung butuh bantuan tenaga nih. Kemarin sore ada dahan pohon patah kena angin kencang, celakanya sekarang malah sengaja ditumpuki kresek-kresek liar sama orang lewat. Alhasil jalan masuk gang jadi makin sempit susah dilewati motor. Tolong besok dikirim armada buat ngangkut sekalian.",Sedang,llm_generated
ID-0376,"Bapak ibu pengurus lingkungan, bak beton komunal di area RT 11 Gowongan Kidul udah nyaris tumpah ruah. Warga udah bikin laporan dari 2 hari lalu tapi sampai sekarang belum kelihatan ada truk yang datang. Saking kepenuhannya warga mulai naruh plastiknya di sekitar tanah bak. Mohon besok pagi diprioritaskan!",Sedang,llm_generated
ID-0377,"Permisi admin, saya mahasiswa rantau yang ngekos di seputaran Selokan Mataram. Mau tanya kepastian jadwal penarikan nih, sampah di gang kami kok udah 4 hari ga ditarik ya? Memang belum darurat meluber sih, tapi limbah sisa lauknya udah mulai ngeluarin bau asem. Minta tolong besok diangkut ya mas.",Sedang,llm_generated
ID-0378,"Halo min admin kelurahan, nanya info operasional buat besok dong. Kebetulan kan kalender merah, armada truk yang biasa narik area RT 08 RW 04 Jalan Tentara Pelajar Gamping tetep masuk jalan ambil keliling atau ikut libur nasional juga? Biar warga tau harus prepare.",Rendah,llm_generated
ID-0379,"Selamat pagi pak RT, saya mahasiswa baru yang ngekos di kawasan Selokan Mataram KM 1. Kalau semisal mau ikut daftar layanan pengambilan iuran rutin bulanan untuk rumah kos itu prosedurnya harus laporan kemana ya? Apakah bisa langsung nembung ke mas petugas gerobaknya?",Rendah,llm_generated
ID-0380,"Lapor mas petugas kelurahan, saya warga di depan Balai RW 03 Muja-Muju mau nanya jadwal armada. Kira-kira mas petugas gerobaknya bakal keliling ngelewatin rute sini jam berapa ya pak sore harinya? Biar saya ngga ketinggalan jadwal pas mau nitip kresek.",Rendah,llm_generated
ID-0381,"Permisi mas gerobak, besok pagi saya rencana mau beres-beres kebun dan bakal ada sisa potongan ranting kayu di Jalan Rajawali No. 5 Sleman. Udah saya ikat rapi pakai tali rafia per bundel kok mas. Besok tolong pas lewat gang diangkut sekalian masuk bak ya.",Rendah,llm_generated
ID-0382,"Halo admin pengelola persampahan, saya mahasiswa pendatang di Jalan Kaliurang KM 8 Gang Soka. Kalau misal mau ngebuang kasur busa lawas yang udah sobek dan kempes, itu SOP-nya gimana ya? Apa boleh langsung taruh di depan pagar pas jadwal angkut armada kelurahan?",Rendah,llm_generated
ID-0383,"Nyuwun sewu pengurus desa, saya dari warga RT 03 RW 06 Karangwuni Depok mau tanya kepastian jadwal armada pengangkut minggu ini. Kira-kira mas petugasnya bakal lewat rute sini hari apa saja ya pak? Biar saya bisa siap-siap bawa kreseknya ke luar pekarangan.",Rendah,llm_generated
ID-0384,"Lapor pak dukuh, saya warga RT 02 RW 01 Prenggan Kotagede mau tanya kepastian jadwal mas gerobak roda tiga di wilayah sini itu kelilingnya jam berapa ya pastinya? Saya mau menyiapkan kresek sisa bersih bersih luwih awal biar tidak telat ditarik mas petugas.",Rendah,llm_generated
ID-0385,"Halo bapak ibu pengurus wilayah, kami perwakilan warga Perumahan Puri Cendana Jalan Godean KM 5 mau mastiin jadwal nih. Kalau pas momen libur cuti bersama Lebaran minggu depan, truk armada kebersihan desa bakal tetep operasi masuk narik ke area perumahan kami atau diliburkan sementara ya?",Rendah,llm_generated
