id_laporan,teks_laporan,label_prioritas,sumber_data,teks_bersih,label
ID-1451,maaf pak mumpung masih belum terlalu banyak apakah bisa diambil sampahnya,Rendah,manual,maaf pak mumpung masih belum terlalu banyak apakah bisa diambil sampahnya,0
ID-0871,"Nyuwun sewu mas petugas, neng Jln Moses Gatotkaca Gamping iki kelakuan warga isih pd nyampur limbah basah sm kering neng tong sing podo. Bau organike udh mulai ngabar nih klo siang bolong. Kalo armada bisa mampir besok mending lgsg diangkut aja min ben ra marai mumet cah-cah kosan sing lewat.",Sedang,llm_generated,"nyuwun sewu mas petugas, neng jln moses gatotkaca gamping iki kelakuan warga isih pd nyampur limbah basah sm kering neng tong sing podo. bau organike udh mulai ngabar nih klo siang bolong. kalo armada bisa mampir besok mending lgsg diangkut aja min ben ra marai mumet cah-cah kosan sing lewat.",1
ID-0093,"Siang min, sekadar ngabari jadwal besok ya. Besok siang di rumah saya Jalan Flamboyan No. 4 Mlati kebetulan ada acara kumpul keluarga, jadi kemungkinan kresek sisa bungkus makanannya bakal lebih banyak sedikit. Tolong bapak petugas gerobak disiapin space agak longgar ya pas lewat gang kami.",Rendah,llm_generated,"siang min, sekadar ngabari jadwal besok ya. besok siang di rumah saya jalan flamboyan no. 4 mlati kebetulan ada acara kumpul keluarga, jadi kemungkinan kresek sisa bungkus makanannya bakal lebih banyak sedikit. tolong bapak petugas gerobak disiapin space agak longgar ya pas lewat gang kami.",0
ID-0076,"Halo admin, tolong sampaikan ke petugas pengangkut sampah, kalau pas narik keliling pakai tossa sekalian bawa sapu lidi ya. Soalnya di sekitar area depo pembuangan masih banyak tercecer sisa-sisa bungkus plastik kecil yang ngga keangkut pakai sekop.",Sedang,llm_generated,"halo admin, tolong sampaikan ke petugas pengangkut sampah, kalau pas narik keliling pakai tossa sekalian bawa sapu lidi ya. soalnya di sekitar area depo pembuangan masih banyak tercecer sisa-sisa bungkus plastik kecil yang ngga keangkut pakai sekop.",1
ID-0160,Tolong dinas kebersihan turun tangan! Kami mahasiswa perantau di kawasan Glagahsari udah ngga tahan. Sampah sisa lauk pauk di gang kami dibiarkan berhari-hari sampai ulat belatung merayap masuk ke teras kos. Baunya nyengat banget bikin mual!,Tinggi,llm_generated,tolong dinas kebersihan turun tangan! kami mahasiswa perantau di kawasan glagahsari udah ngga tahan. sampah sisa lauk pauk di gang kami dibiarkan berhari-hari sampai ulat belatung merayap masuk ke teras kos. baunya nyengat banget bikin mual!,2
ID-0990,"Laporan singkat untuk petugas wilayah: di sepanjang Jalan Parangtritis KM 12, tepatnya di area sekitar depan masjid, terdapat banyak tumpukan sampah plastik dan sisa kotak makanan sejak sehabis kegiatan Jumat kemarin. Saat ini tumpukan tersebut sudah mulai mengeluarkan bau meski belum parah. Mohon segera diagendakan pengangkutannya oleh petugas.",Sedang,llm_generated,"laporan singkat untuk petugas wilayah: di sepanjang jalan parangtritis km 12, tepatnya di area sekitar depan masjid, terdapat banyak tumpukan sampah plastik dan sisa kotak makanan sejak sehabis kegiatan jumat kemarin. saat ini tumpukan tersebut sudah mulai mengeluarkan bau meski belum parah. mohon segera diagendakan pengangkutannya oleh petugas.",1
ID-0171,"Tolong dinas kesehatan dan kebersihan segera turun! Di perbatasan desa ada gunungan sampah rumah tangga dicampur sama popok bayi bekas yang dibuang seenaknya. Lalat ijo udah berkerumun ribuan jumlahnya, bahaya banget ini rawan nyebarin penyakit ke anak balita.",Tinggi,llm_generated,"tolong dinas kesehatan dan kebersihan segera turun! di perbatasan desa ada gunungan sampah rumah tangga dicampur sama popok bayi bekas yang dibuang seenaknya. lalat ijo udah berkerumun ribuan jumlahnya, bahaya banget ini rawan nyebarin penyakit ke anak balita.",2
ID-0071,"Info min, di pinggir jalan raya seberang kecamatan ada dahan pohon lumayan besar patah nutupin selokan, terus sekarang malah ketambahan ditumpuki sampah plastik sama orang lewat. Tolong segera diangkut dan dibersihkan biar jalanannya kelihatan rapi lagi.",Sedang,llm_generated,"info min, di pinggir jalan raya seberang kecamatan ada dahan pohon lumayan besar patah nutupin selokan, terus sekarang malah ketambahan ditumpuki sampah plastik sama orang lewat. tolong segera diangkut dan dibersihkan biar jalanannya kelihatan rapi lagi.",1
ID-0592,"Bapak bupati tolong dengarkan aspirasi kami! Warga di area perempatan Janti arah Banguntapan udah nekat ngumpulin petisi tanda tangan buat lapor ke DPRD. Kondisi tumpukan limbah komunal di sini dibiarkan membusuk ngga tersentuh truk armada selama satu bulan lebih penuh. Jutaan lalat ijo mengepung rumah warga, ini darurat KLB lho!",Tinggi,llm_generated,"bapak bupati tolong dengarkan aspirasi kami! warga di area perempatan janti arah banguntapan udah nekat ngumpulin petisi tanda tangan buat lapor ke dprd. kondisi tumpukan limbah komunal di sini dibiarkan membusuk ngga tersentuh truk armada selama satu bulan lebih penuh. jutaan lalat ijo mengepung rumah warga, ini darurat klb lho!",2
ID-1252,Min tolong info dong ada yang tau nomor telepon pemadam kebakaran kota jogja yang fast respon ga. Ini di lahan kosong belakang rumah ada yang bakar ilalang sembarangan terus apinya membesar ngerembet hampir kena tembok dapur rumah warga.,Unknown,manual_curation,min tolong info dong ada yang tau nomor telepon pemadam kebakaran kota jogja yang fast respon ga. ini di lahan kosong belakang rumah ada yang bakar ilalang sembarangan terus apinya membesar ngerembet hampir kena tembok dapur rumah warga.,3
ID-0096,Permisi bapak kru pengangkut armada di Jalan Kenari Gondokusuman. Saya mau nanya kepastian rutinitas keliling untuk minggu ini tuh hari apa saja ya masuk gangnya? Biar saya bisa siapin plastik kresek sisa di dalam rumah ke luar pagar tepat waktu dan tidak kelamaan menumpuk.,Rendah,llm_generated,permisi bapak kru pengangkut armada di jalan kenari gondokusuman. saya mau nanya kepastian rutinitas keliling untuk minggu ini tuh hari apa saja ya masuk gangnya? biar saya bisa siapin plastik kresek sisa di dalam rumah ke luar pagar tepat waktu dan tidak kelamaan menumpuk.,0
ID-0169,"Halo admin DLH, tolong gerak cepat kirim armada ke jalan Kusumanegara sekarang. Ada oknum buang limbah potongan usus sama bulu ayam sembarangan di pinggir aspal. Baunya amis busuk banget sampai bikin pusing mual orang yang lewat situ.",Tinggi,llm_generated,"halo admin dlh, tolong gerak cepat kirim armada ke jalan kusumanegara sekarang. ada oknum buang limbah potongan usus sama bulu ayam sembarangan di pinggir aspal. baunya amis busuk banget sampai bikin pusing mual orang yang lewat situ.",2
ID-0426,"Lur, warga yang tinggal di rute Gang Wuni RT 02 Patangpuluhan mau tanya informasi operasional armada nih. Kira-kira bapak petugasnya bakal keliling ngelewatin gang perumahan sini jam berapa ya pak sore harinya? Biar saya ngga ketinggalan jadwal pas mau nitip kresek.",Rendah,llm_generated,"lur, warga yang tinggal di rute gang wuni rt 02 patangpuluhan mau tanya informasi operasional armada nih. kira-kira bapak petugasnya bakal keliling ngelewatin gang perumahan sini jam berapa ya pak sore harinya? biar saya ngga ketinggalan jadwal pas mau nitip kresek.",0
ID-0267,"Siang pak, mau nanya prosedurnya. Kemarin saya habis nebang pohon mangga di pekarangan rumah Jalan Sorogenen No. 7. Kalau misal minta tolong armada truk buat ngangkutin sisa batang dan daunnya itu kena biaya tambahan jasa lagi ngga ya pas mereka kebetulan keliling di rute sini?",Rendah,llm_generated,"siang pak, mau nanya prosedurnya. kemarin saya habis nebang pohon mangga di pekarangan rumah jalan sorogenen no. 7. kalau misal minta tolong armada truk buat ngangkutin sisa batang dan daunnya itu kena biaya tambahan jasa lagi ngga ya pas mereka kebetulan keliling di rute sini?",0
ID-0510,"Bapak ibu bupati Sleman, warga Jalan Sidomulyo Godean mau ultimatum keras! Sudah 5 kali laporan resmi dilayangkan soal lokasi buang liar di desa kami tapi ngga ada tanggapan nyata. Kalau sampai minggu depan ngga ada ekskavator yang turun mengeruk, warga sepakat bakal blokir total jalan kabupaten buat aksi protes!",Tinggi,llm_generated,"bapak ibu bupati sleman, warga jalan sidomulyo godean mau ultimatum keras! sudah 5 kali laporan resmi dilayangkan soal lokasi buang liar di desa kami tapi ngga ada tanggapan nyata. kalau sampai minggu depan ngga ada ekskavator yang turun mengeruk, warga sepakat bakal blokir total jalan kabupaten buat aksi protes!",2
ID-0660,"Min mau make sure jadwal dong. Ini mas gerobak yg biasa narik di area kos Klebengan Caturtunggal tuh patokan jam lewatnya sekitaran jam brp sih? Gue masuk shift pagi terus, jd klo tau jam fix-nya gue bisa nitip kreseknya ke tmn kosan biar ga numpuk kelamaan nungguin diangkut di teras.",Rendah,llm_generated,"min mau make sure jadwal dong. ini mas gerobak yg biasa narik di area kos klebengan caturtunggal tuh patokan jam lewatnya sekitaran jam brp sih? gue masuk shift pagi terus, jd klo tau jam fix-nya gue bisa nitip kreseknya ke tmn kosan biar ga numpuk kelamaan nungguin diangkut di teras.",0
ID-0092,"Min ijin bertanya, kalau warga ada barang bekas ukuran lumayan gede kayak kasur lantai rusak atau karpet usang gitu, prosedur pembuangannya gimana ya? Apa bisa ditaruh depan rumah pas jadwal truk lewat atau harus pesan armada pickup dinas di sekitaran kota Jogja biar aman?",Rendah,llm_generated,"min ijin bertanya, kalau warga ada barang bekas ukuran lumayan gede kayak kasur lantai rusak atau karpet usang gitu, prosedur pembuangannya gimana ya? apa bisa ditaruh depan rumah pas jadwal truk lewat atau harus pesan armada pickup dinas di sekitaran kota jogja biar aman?",0
ID-0380,"Lapor mas petugas kelurahan, saya warga di depan Balai RW 03 Muja-Muju mau nanya jadwal armada. Kira-kira mas petugas gerobaknya bakal keliling ngelewatin rute sini jam berapa ya pak sore harinya? Biar saya ngga ketinggalan jadwal pas mau nitip kresek.",Rendah,llm_generated,"lapor mas petugas kelurahan, saya warga di depan balai rw 03 muja-muju mau nanya jadwal armada. kira-kira mas petugas gerobaknya bakal keliling ngelewatin rute sini jam berapa ya pak sore harinya? biar saya ngga ketinggalan jadwal pas mau nitip kresek.",0
ID-0243,"Permisi admin DLHK, tolong kasih evaluasi ke petugas gerobak motor ya. Kalau pas ngangkat kantong kresek dari tong warga tolong agak pelan-pelan. Tadi pagi ditarik paksa sampai sobek, jadinya sisa makanan berceceran ngotorin jalanan paving depan rumah saya.",Sedang,llm_generated,"permisi admin dlhk, tolong kasih evaluasi ke petugas gerobak motor ya. kalau pas ngangkat kantong kresek dari tong warga tolong agak pelan-pelan. tadi pagi ditarik paksa sampai sobek, jadinya sisa makanan berceceran ngotorin jalanan paving depan rumah saya.",1
ID-0591,"Halo mas admin pemkot, warga seputaran simpang tiga Condongcatur Gejayan mau nanya jadwal armada. Untuk rutinitas truk yang ngelewatin gang kami ini jadwal jam operasionalnya ada di rentang waktu kapan ya? Biar saya gampang menyesuaikan waktu mengeluarkan plastik dari teras ke pinggir jalan.",Rendah,llm_generated,"halo mas admin pemkot, warga seputaran simpang tiga condongcatur gejayan mau nanya jadwal armada. untuk rutinitas truk yang ngelewatin gang kami ini jadwal jam operasionalnya ada di rentang waktu kapan ya? biar saya gampang menyesuaikan waktu mengeluarkan plastik dari teras ke pinggir jalan.",0
ID-1352,"Premanisme jukir neng alkid makin parah lur. Mau wengi parkir mobil sedela tuku jagung bakar, jukire moro2 njaluk rong puluh ewu ra ono karcise. Pas ditakoni kok larang bgt, de'e malah ngancam arep nggores cat mobilku nggo paku. Tlg satpol pp jogja sering2 razia jukir nuthuk ngene iki ben ra ngrusak pariwisata.",Unknown,merapi_uncover,"premanisme jukir neng alkid makin parah lur. mau wengi parkir mobil sedela tuku jagung bakar, jukire moro2 njaluk rong puluh ewu ra ono karcise. pas ditakoni kok larang bgt, de'e malah ngancam arep nggores cat mobilku nggo paku. tlg satpol pp jogja sering2 razia jukir nuthuk ngene iki ben ra ngrusak pariwisata.",3
ID-0599,"Permisi mas armada, tolong dikoordinasikan ya jadwal tariknya. Kalau siang ngelewati depan Depo Argolubang Wirobrajan itu aroma busuknya nyengat banget dari sisa buangan warung-warung makan sekitar. Kelihatannya tumpukan di dalam tong ngga dikosongkan petugas sejak 4 harian yang lalu deh. Minta tolong dipercepat jadwal pengerukannya biar lalatnya ngga merajalela.",Sedang,llm_generated,"permisi mas armada, tolong dikoordinasikan ya jadwal tariknya. kalau siang ngelewati depan depo argolubang wirobrajan itu aroma busuknya nyengat banget dari sisa buangan warung-warung makan sekitar. kelihatannya tumpukan di dalam tong ngga dikosongkan petugas sejak 4 harian yang lalu deh. minta tolong dipercepat jadwal pengerukannya biar lalatnya ngga merajalela.",1
ID-0780,"Woi mas petugas, iku lho tumpukan sampah neng tikungan dalan mburi Ps Imogiri lama wis koyo miniatur gunung anakan haha. Emang ra ngalangi dalan bgt sih, tp beneran deh ambune wis ra tolerable blas nek ketiup angin. Mohon bsk pagi-pagi buta diangkut nggih mas sblm laler ijo ne tambah mbrubul.",Sedang,llm_generated,"woi mas petugas, iku lho tumpukan sampah neng tikungan dalan mburi ps imogiri lama wis koyo miniatur gunung anakan haha. emang ra ngalangi dalan bgt sih, tp beneran deh ambune wis ra tolerable blas nek ketiup angin. mohon bsk pagi-pagi buta diangkut nggih mas sblm laler ijo ne tambah mbrubul.",1
ID-0923,"Tolong perhatikan ini dengan serius! Tumpukan sampah di depan area ruko Seturan dekat Indomaret sudah menggunung setinggi bahu orang dewasa. Sudah lebih dari seminggu tidak kunjung diangkut, bahkan belatungnya sampai terlihat merayap ke aspal jalan. Warga sudah melapor ke RT tapi tidak ada respons sama sekali. Segera angkut!",Tinggi,llm_generated,"tolong perhatikan ini dengan serius! tumpukan sampah di depan area ruko seturan dekat indomaret sudah menggunung setinggi bahu orang dewasa. sudah lebih dari seminggu tidak kunjung diangkut, bahkan belatungnya sampai terlihat merayap ke aspal jalan. warga sudah melapor ke rt tapi tidak ada respons sama sekali. segera angkut!",2
ID-0481,"Halo admin pengelola kebersihan, saya anak kos di seputaran Jalan Affandi Caturtunggal mau tanya prosedur. Di kamar ada limbah barang berupa kursi plastik patah yang mati total. Kalau mau menyingkirkan barang ini apa boleh langsung dikarungin bareng kantong biasa di depan pagar nunggu armada lewat?",Rendah,llm_generated,"halo admin pengelola kebersihan, saya anak kos di seputaran jalan affandi caturtunggal mau tanya prosedur. di kamar ada limbah barang berupa kursi plastik patah yang mati total. kalau mau menyingkirkan barang ini apa boleh langsung dikarungin bareng kantong biasa di depan pagar nunggu armada lewat?",0
ID-0952,"Halo min permisi, gue warga di daerah Kasihan dkt kampus ISI Yogyakarta nih. Nanya info dong, soal layanan truk pengangkut limbah rumah tangga ke perumahan tuh sbnrnya rutinitasnya setiap hari apa aja ya kelilingnya? Biar kresek gue ngga kelamaan nunggu di luar.",Rendah,llm_generated,"halo min permisi, gue warga di daerah kasihan dkt kampus isi yogyakarta nih. nanya info dong, soal layanan truk pengangkut limbah rumah tangga ke perumahan tuh sbnrnya rutinitasnya setiap hari apa aja ya kelilingnya? biar kresek gue ngga kelamaan nunggu di luar.",0
ID-0846,"Halo lur, saya dari pinggiran Jalan Bantul KM 5 dekat pom bensin mau tanya prosedur buang barang ukuran lumayan gede. Kalau ada lemari kayu rusak itu prosedurnya bagaimana ya? Apa bisa ditaruh pas jadwal gerobak keliling desa masuk gang besok pagi?",Rendah,llm_generated,"halo lur, saya dari pinggiran jalan bantul km 5 dekat pom bensin mau tanya prosedur buang barang ukuran lumayan gede. kalau ada lemari kayu rusak itu prosedurnya bagaimana ya? apa bisa ditaruh pas jadwal gerobak keliling desa masuk gang besok pagi?",0
ID-1382,"Sangat mengapresiasi respons cepat DLH, baru kemarin dilaporin ada ranting tumbang di Jalan Bantul, pagi ini udah bersih tak tersisa. Mantap pelayanannya!",Unknown,llm_generated,"sangat mengapresiasi respons cepat dlh, baru kemarin dilaporin ada ranting tumbang di jalan bantul, pagi ini udah bersih tak tersisa. mantap pelayanannya!",3
ID-0442,Lapor tim evakuasi BPBD dan kelurahan! Wilayah RT 06 Kalitirto Berbah lagi kena musibah. Luapan banjir lokal semalam menghanyutkan seluruh gundukan isi bak TPS komunal langsung menerjang masuk ke ruang tamu dan halaman warga. Perabotan serta karpet hancur terendam air lumpur campur sampah busuk. Tolong relokasi TPS-nya pak!,Tinggi,llm_generated,lapor tim evakuasi bpbd dan kelurahan! wilayah rt 06 kalitirto berbah lagi kena musibah. luapan banjir lokal semalam menghanyutkan seluruh gundukan isi bak tps komunal langsung menerjang masuk ke ruang tamu dan halaman warga. perabotan serta karpet hancur terendam air lumpur campur sampah busuk. tolong relokasi tps-nya pak!,2
ID-0116,Lapor darurat DLHK! Ada pembuangan limbah sisa potongan daging busuk secara sembarangan di kebun belakang Pasar Giwangan. Belatungnya merayap ngeri banget ke pemukiman. Tolong diturunkan petugas khusus buat ngebersihin tuntas hari ini juga.,Tinggi,llm_generated,lapor darurat dlhk! ada pembuangan limbah sisa potongan daging busuk secara sembarangan di kebun belakang pasar giwangan. belatungnya merayap ngeri banget ke pemukiman. tolong diturunkan petugas khusus buat ngebersihin tuntas hari ini juga.,2
ID-1170,"Lapor min, kondisi lalu lintas di jalan janti arah ke bawah jembatan layang macet parah ngga bisa gerak. Penyebabnya ada truk box besar maksain lewat di bawah viaduct rel kereta api padahal ketinggiannya ngga muat. Alhasil atap boxnya nyangkut parah dan ngga bisa maju mundur. Kasihan kendaraan di belakangnya pada kejebak, tolong petugas dishub atau polisi segera meluncur buat ngurai kemacetan.",Unknown,berita,"lapor min, kondisi lalu lintas di jalan janti arah ke bawah jembatan layang macet parah ngga bisa gerak. penyebabnya ada truk box besar maksain lewat di bawah viaduct rel kereta api padahal ketinggiannya ngga muat. alhasil atap boxnya nyangkut parah dan ngga bisa maju mundur. kasihan kendaraan di belakangnya pada kejebak, tolong petugas dishub atau polisi segera meluncur buat ngurai kemacetan.",3
ID-0146,"Halo min, saya warga pendatang baru di Jogja. Mau nanya dong, kalau untuk rutinitas truk sampah besar masuk ke perumahan wilayah Jalan Magelang itu biasanya ada di rentang jam berapa ya tiap harinya? Biar warga baru bisa bersiap mengeluarkan sampah plastik sisa dapur.",Rendah,llm_generated,"halo min, saya warga pendatang baru di jogja. mau nanya dong, kalau untuk rutinitas truk sampah besar masuk ke perumahan wilayah jalan magelang itu biasanya ada di rentang jam berapa ya tiap harinya? biar warga baru bisa bersiap mengeluarkan sampah plastik sisa dapur.",0
ID-0806,"Siang lur, mau komplain bau ngga sedap dr area Pasar Kranggan Gondokusuman nih. Jujurly ada limbah basah yg dibiarin lama di bak kebuka ga ditutup lg. Laler ijo udh mulai ngerubung kmana2. Tolong dnk diantisipasi sblm mbleber kmana2 ya mas.",Sedang,llm_generated,"siang lur, mau komplain bau ngga sedap dr area pasar kranggan gondokusuman nih. jujurly ada limbah basah yg dibiarin lama di bak kebuka ga ditutup lg. laler ijo udh mulai ngerubung kmana2. tolong dnk diantisipasi sblm mbleber kmana2 ya mas.",1
ID-0689,"Permisi lur, lapor kahanan neng ngarep Terminal Giwangan sisi barat nggih. Iki lho selokan mburi pasar mampet total disumbat godhong garing sm sisa sayur bosok. Banyu ne dadi rodo mandeg trs ambune jian ra enak blas ngabar tekan dalan. Sakdurunge udan deres nggarai banjir, tulung got e diresiki rumiyin ben lancar.",Sedang,llm_generated,"permisi lur, lapor kahanan neng ngarep terminal giwangan sisi barat nggih. iki lho selokan mburi pasar mampet total disumbat godhong garing sm sisa sayur bosok. banyu ne dadi rodo mandeg trs ambune jian ra enak blas ngabar tekan dalan. sakdurunge udan deres nggarai banjir, tulung got e diresiki rumiyin ben lancar.",1
ID-0148,Selamat siang admin kelurahan. Kalau pengurus RT 08 RW 04 Pendowoharjo berencana mau ikut prosedur langganan layanan pengambilan rutin dari desa itu alur birokrasinya harus diajukan ke dinas mana ya? Atau bisa langsung koordinasi dengan mas petugas gerobak yang keliling di rute sini?,Rendah,llm_generated,selamat siang admin kelurahan. kalau pengurus rt 08 rw 04 pendowoharjo berencana mau ikut prosedur langganan layanan pengambilan rutin dari desa itu alur birokrasinya harus diajukan ke dinas mana ya? atau bisa langsung koordinasi dengan mas petugas gerobak yang keliling di rute sini?,0
ID-0457,"Halo admin kelurahan, warga di komplek Perumahan Jalan Soragan Kasihan mau komplain soal pelayanan nih. Jadwal keliling gerobak pengangkut semingguan ini kok acak-acakan banget ya? Kadang muncul pagi subuh, kadang baru narik pas siang bolong. Warga jadi pada kebingungan kapan jam yang pas buat ngeluarin keranjang ke luar pagar.",Sedang,llm_generated,"halo admin kelurahan, warga di komplek perumahan jalan soragan kasihan mau komplain soal pelayanan nih. jadwal keliling gerobak pengangkut semingguan ini kok acak-acakan banget ya? kadang muncul pagi subuh, kadang baru narik pas siang bolong. warga jadi pada kebingungan kapan jam yang pas buat ngeluarin keranjang ke luar pagar.",1
ID-1039,"Serius ini, air dari TPS di Ngaglik Sleman dekat Pasar Rejodani udah mbleber ke sawah warga. Padinya mati kena limbah itu. Petani pada rugi dan marah banget. Tolong segera ada tindakan dari dinas terkait ya.",Tinggi,llm_generated,"serius ini, air dari tps di ngaglik sleman dekat pasar rejodani udah mbleber ke sawah warga. padinya mati kena limbah itu. petani pada rugi dan marah banget. tolong segera ada tindakan dari dinas terkait ya.",2
ID-0715,Gila ini kelakuan pengelola TPS nya ngga ngotak! Air lindi item legam dr TPS di Jln Gejayan simpang tiga Condongcatur udh mbleber deres masuk ke sisa lahan sawah sm pekarangan produktif warga. Taneman padinya lgsg layu mati keracunan limbah! Warga asli kene pd rugi gede lan nesu tenan. Tolong aparat terkait lgsg sidak lan ganti rugi!,Tinggi,llm_generated,gila ini kelakuan pengelola tps nya ngga ngotak! air lindi item legam dr tps di jln gejayan simpang tiga condongcatur udh mbleber deres masuk ke sisa lahan sawah sm pekarangan produktif warga. taneman padinya lgsg layu mati keracunan limbah! warga asli kene pd rugi gede lan nesu tenan. tolong aparat terkait lgsg sidak lan ganti rugi!,2
ID-0526,"Halo panitia dan petugas sapu kota, ini di area lapangan Denggung Sleman masih banyak sisa material dekorasi panggung dari event musik kemarin yang belum tuntas dibersihin. Beberapa rangka besi patah dan gulungan terpal kotor masih ngegeletak di pinggir trotoar. Dilihatnya jadi ngga rapi dan agak ganggu akses jogging lho, tolong dijadwalkan pengambilan sisa materialnya segera.",Sedang,llm_generated,"halo panitia dan petugas sapu kota, ini di area lapangan denggung sleman masih banyak sisa material dekorasi panggung dari event musik kemarin yang belum tuntas dibersihin. beberapa rangka besi patah dan gulungan terpal kotor masih ngegeletak di pinggir trotoar. dilihatnya jadi ngga rapi dan agak ganggu akses jogging lho, tolong dijadwalkan pengambilan sisa materialnya segera.",1
ID-0443,"Halo dinas pasar dan pemkab Gunungkidul! Ibu-ibu bakul di Pasar Argosari Wonosari udah ngga kuat menahan bau untuk jualan. Tumpukan sisa jerohan dan insang ikan basah dibiarkan ngga ditarik armada selama 3 hari berturut-turut. Bau amis bangkainya luar biasa memualkan, ulat belatung merayap kemana-mana. Angkut sekarang!",Tinggi,llm_generated,"halo dinas pasar dan pemkab gunungkidul! ibu-ibu bakul di pasar argosari wonosari udah ngga kuat menahan bau untuk jualan. tumpukan sisa jerohan dan insang ikan basah dibiarkan ngga ditarik armada selama 3 hari berturut-turut. bau amis bangkainya luar biasa memualkan, ulat belatung merayap kemana-mana. angkut sekarang!",2
ID-0505,"Lapor pak dukuh, warga Krapyak Wetan Bantul beneran udah di ambang batas kesabaran. Tiga hari berturut-turut ngga ada satu pun armada yang beroperasi. Warga yang frustrasi mulai ngelempar kresek bau ke saluran parit karena halamannya udah penuh. Kalau dibiarin got bakal mampet dan banjir, tolong datangkan truk hari ini!",Tinggi,llm_generated,"lapor pak dukuh, warga krapyak wetan bantul beneran udah di ambang batas kesabaran. tiga hari berturut-turut ngga ada satu pun armada yang beroperasi. warga yang frustrasi mulai ngelempar kresek bau ke saluran parit karena halamannya udah penuh. kalau dibiarin got bakal mampet dan banjir, tolong datangkan truk hari ini!",2
ID-0864,"Sugeng enjing min, gue perwakilan warga pertigaan Jalan Wahid Hasyim Condong Catur mau tanya prosedur buang meja belajar rusak. Kalau pengen ngebuang barang kayak gitu aturannya gimana ya biar ngga nyalahi aturan lingkungan? Apa bisa ditaruh pinggir jalan pas jadwal lewat atau harus sewa pickup?",Rendah,llm_generated,"sugeng enjing min, gue perwakilan warga pertigaan jalan wahid hasyim condong catur mau tanya prosedur buang meja belajar rusak. kalau pengen ngebuang barang kayak gitu aturannya gimana ya biar ngga nyalahi aturan lingkungan? apa bisa ditaruh pinggir jalan pas jadwal lewat atau harus sewa pickup?",0
ID-0559,Tolong dinas lingkungan hidup dan kepolisian segera turun tangan! Ini beneran tindak pidana pencemaran parah. Ada oknum bengkel yang sengaja ngebuang bergalon-galon limbah oli hitam dan cairan kimia beracun langsung ke saluran got di area depan dekat Halte TransJogja Ngampilan. Air selokannya seketika berubah pekat berminyak dan baunya menyengat tajam. Tanaman hias warga sekitarnya pada mati mengering kena paparan air itu. Segera lacak pelakunya!,Tinggi,llm_generated,tolong dinas lingkungan hidup dan kepolisian segera turun tangan! ini beneran tindak pidana pencemaran parah. ada oknum bengkel yang sengaja ngebuang bergalon-galon limbah oli hitam dan cairan kimia beracun langsung ke saluran got di area depan dekat halte transjogja ngampilan. air selokannya seketika berubah pekat berminyak dan baunya menyengat tajam. tanaman hias warga sekitarnya pada mati mengering kena paparan air itu. segera lacak pelakunya!,2
ID-0957,"Sugeng awan lur admin, kulo saking warga rute Jalan Diponegoro ngarep RSJ Grhasia rep tanglet jadwal armada pengangkut desa. Rutinitase mas gerobak niku ngliwati mriki saben dinten nopo mawon nggih? Kulo ajeng siap-siap naruh kresek sisa pawon ben mboten keri ditarik bapak petugas e.",Rendah,llm_generated,"sugeng awan lur admin, kulo saking warga rute jalan diponegoro ngarep rsj grhasia rep tanglet jadwal armada pengangkut desa. rutinitase mas gerobak niku ngliwati mriki saben dinten nopo mawon nggih? kulo ajeng siap-siap naruh kresek sisa pawon ben mboten keri ditarik bapak petugas e.",0
ID-1083,Terpantau gelombang laut pantai selatan gunungkidul pagi ini nampak ada kenaikan cukup tinggi di perkirakan antara 3 - 4 mtr. Di himbau kepada para wisatawan yang bermain air di pantai selalu berhati hati.,Unknown,berita,terpantau gelombang laut pantai selatan gunungkidul pagi ini nampak ada kenaikan cukup tinggi di perkirakan antara 3 - 4 mtr. di himbau kepada para wisatawan yang bermain air di pantai selalu berhati hati.,3
ID-0233,"Tolong Pemkot segera bersihkan atas jembatan layang Lempuyangan! Tumpukan plastiknya udah parah banget ngga karuan, kalau ada angin kencang kresek-kresek kotor itu pada terbang jatuh ke bawah mengenai muka pemotor yang lewat di bawahnya. Sangat membahayakan!",Tinggi,llm_generated,"tolong pemkot segera bersihkan atas jembatan layang lempuyangan! tumpukan plastiknya udah parah banget ngga karuan, kalau ada angin kencang kresek-kresek kotor itu pada terbang jatuh ke bawah mengenai muka pemotor yang lewat di bawahnya. sangat membahayakan!",2
ID-1253,"Halo min, ijin bertanya. Aturan ganjil genap di kawasan malioboro pas weekend masih berlaku ga sih buat mobil plat luar daerah. Mau ngajak keluarga liburan besok sabtu tapi takut kena tilang karena mobil saya platnya ganjil.",Unknown,manual_curation,"halo min, ijin bertanya. aturan ganjil genap di kawasan malioboro pas weekend masih berlaku ga sih buat mobil plat luar daerah. mau ngajak keluarga liburan besok sabtu tapi takut kena tilang karena mobil saya platnya ganjil.",3
